YEAR,State,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
1912,Tamil Nadu,5.9,2.8,2.9,18.5,64.2,46.7,34.8,74.2,126.7,244.2,259.3,23.9,904.1,8.7,85.6,282.4,527.5
1913,Tamil Nadu,2.9,3.2,6.6,21,64.6,29.7,58.7,62.3,124.8,203.4,184.1,117.7,878.8,6.1,92.2,275.4,505.1
1914,Tamil Nadu,5.7,1.9,5.6,34.6,57.1,37.9,37.6,98.4,132.2,281.2,129.1,132,953.3,7.6,97.3,306.1,542.3
1915,Tamil Nadu,35.1,18.1,43.6,37,52.4,66.4,117.7,82.9,133,99.9,241,61.5,988.5,53.2,133,399.9,402.3
1916,Tamil Nadu,0.1,3.2,3.1,19.2,61.1,34.5,168.6,125.5,94.7,208.6,145.7,33.2,897.4,3.3,83.3,423.4,387.5
1917,Tamil Nadu,14.3,39.1,32.3,11.9,77.5,72.4,45.1,155.7,163.5,123.1,167.5,45.9,948.3,53.4,121.7,436.7,336.5
1918,Tamil Nadu,80.9,5.4,25.9,9.9,81.8,36.2,40.8,58.6,47,81.8,315.1,88.4,871.7,86.3,117.6,182.5,485.3
1919,Tamil Nadu,22.9,0.8,16.2,25,88.5,49.9,87.8,51.6,162.7,152.4,264.4,106.4,1028.6,23.7,129.7,352,523.2
1920,Tamil Nadu,135.9,3.1,3.7,67.3,59.6,47.3,37.3,74.8,156.3,159.4,404.9,4.7,1154.2,139,130.5,315.7,569
1921,Tamil Nadu,141.2,0,1.7,72.3,39.5,55.7,92.5,129.6,78.3,236.4,76,56.1,979.4,141.3,113.5,356.1,368.6
1922,Tamil Nadu,41.9,18.1,2.5,34.9,100.1,48.8,45.4,87.1,75.3,262.8,291.8,71.6,1080.5,60.1,137.5,256.7,626.2
1923,Tamil Nadu,136,2.5,50.1,26.6,30.8,33.7,40.5,39.8,99.8,220.3,44.3,109.7,834.1,138.5,107.5,213.8,374.3
1924,Tamil Nadu,29.7,0.7,31.3,30.2,75.4,54.9,113.9,87.1,170.8,107.1,163.5,30.6,895.1,30.4,136.9,426.7,301.2
1925,Tamil Nadu,17.6,4.6,57.2,30.1,85,50.6,38.7,91.7,77.3,148.9,229,182.8,1013.3,22.1,172.2,258.3,560.8
1926,Tamil Nadu,88,2.2,30.4,41.4,53.7,38.7,73.8,70.5,120.2,151.5,119.2,26.1,815.6,90.2,125.5,303.2,296.7
1927,Tamil Nadu,18,21.6,17.2,50.7,73.7,83.1,65.9,77.8,131,87.2,171.3,32.5,829.9,39.6,141.6,357.8,291
1928,Tamil Nadu,21,54.9,24,56.9,51,41.1,75.5,95.2,59.7,219,173.8,98.8,970.8,75.9,131.9,271.5,491.6
1929,Tamil Nadu,20.4,29.2,9.4,107.3,50.7,63.2,48.9,70.7,135.1,161.2,192,89.6,977.7,49.6,167.4,317.9,442.8
1930,Tamil Nadu,53.6,60.3,21.4,34.4,165.7,68.9,38.9,66.7,94.2,436.1,186.5,48.7,1275.4,113.9,221.4,268.7,671.4
1931,Tamil Nadu,22.7,0,3.3,55.6,54.2,40.8,77.3,81.7,104.7,120.3,183.4,295.8,1039.8,22.7,113,304.4,599.5
1932,Tamil Nadu,0.7,31.9,7.3,62.9,109.6,43,56.5,163.5,61.6,247.4,246.9,78.5,1109.8,32.6,179.8,324.6,572.8
1933,Tamil Nadu,2.7,5,41.2,52.5,105.3,36.9,60.7,169.9,104.5,201.8,124.5,105.9,1010.9,7.7,199.1,372,432.2
1934,Tamil Nadu,99.8,0.1,11.6,34.6,49.6,73.5,57.5,56.4,38.1,303.4,99.2,15.9,839.7,99.9,95.9,225.5,418.4
1935,Tamil Nadu,37.5,2.5,9.3,63.9,23.7,60,38.6,153.4,78.6,192.4,147.6,86.3,893.9,40,96.9,330.6,426.3
1936,Tamil Nadu,1.9,51.1,55.3,35.7,74.4,56.3,85.5,59.4,122,103.7,234.5,64.7,944.5,53,165.3,323.2,402.9
1937,Tamil Nadu,10.7,16.7,26.7,96.1,59.9,42.3,51.1,118.1,105.7,189.8,280.1,22.8,1020.1,27.4,182.7,317.2,492.8
1938,Tamil Nadu,1.2,52.1,34.8,44.5,54.3,53,101.4,146.3,116.8,87.5,39.3,51.8,783.2,53.3,133.7,417.5,178.6
1939,Tamil Nadu,31.1,5,26,132.1,60,60.4,35.1,91.3,96.2,243.8,266.2,8.6,1055.8,36.1,218.1,283,518.6
1940,Tamil Nadu,0.9,0.7,12.6,82.8,131.5,85.2,59,69.4,121.2,152,367.8,95.4,1178.5,1.6,226.9,334.8,615.2
1941,Tamil Nadu,31.7,4.4,1.4,58.6,70.9,47.1,69.6,84.7,166.4,148.1,216.4,107.5,1006.9,36.1,130.9,367.8,472.1
1942,Tamil Nadu,0.5,0.6,6,78.6,61.3,53.1,54.9,110.1,120.8,146.5,68,146.9,847.3,1.1,145.8,338.9,361.4
1943,Tamil Nadu,112,18.5,10.8,72.1,204.4,43.2,75.3,78.8,101.1,310.6,117.4,43.2,1187.3,130.5,287.3,298.4,471.1
1944,Tamil Nadu,18.4,34.6,83.5,32.7,46.1,81.8,73.8,104.7,143.5,188.8,288.8,130.9,1227.6,53,162.3,403.9,608.5
1945,Tamil Nadu,4.6,5.5,5,74.7,38.2,22,75.1,110.1,58.6,168.4,206.8,15,784,10.1,117.9,265.7,390.3
1946,Tamil Nadu,19.8,1,46.4,45.7,76.4,56.8,59.3,87.7,140.8,175.5,311.2,273.5,1294.1,20.8,168.4,344.7,760.2
1947,Tamil Nadu,59.5,14.8,54.4,92.8,40.9,54.1,125.5,113.4,127.6,205.9,30.5,20,939.5,74.3,188.2,420.7,256.4
1948,Tamil Nadu,51.7,9.9,10.6,35.3,72.5,67.5,79.8,102.3,68.8,145.4,226.2,36.6,906.7,61.6,118.4,318.4,408.3
1949,Tamil Nadu,8.6,3,0.6,62.3,98.2,75.6,113.6,148.2,82.3,159.4,86.4,2.3,840.7,11.6,161.2,419.7,248.1
1950,Tamil Nadu,2.4,68,16.8,11.8,54.5,31.2,56.1,125.3,85.5,160.6,100.7,34.6,747.5,70.4,83.1,298.1,296
1951,Tamil Nadu,11.7,0.8,26.7,115.2,83,30.8,83.6,94.7,113.4,98.3,187.2,9.6,855.1,12.6,224.9,322.5,295.1
1952,Tamil Nadu,13.7,47.7,8.9,29.5,58.7,32.9,74.3,73.7,38.2,123.8,47.2,167.6,716.4,61.4,97.1,219.2,338.7
1953,Tamil Nadu,13,15.8,4.8,97.8,45.8,67.6,111.7,86.2,131.1,278.2,97.1,18.9,968,28.8,148.5,396.5,394.2
1954,Tamil Nadu,77.5,2.7,58.2,54.2,77.9,35.5,118.5,147.2,34,271,32.6,107,1016.3,80.2,190.3,335.1,410.6
1955,Tamil Nadu,35.7,1.3,10.3,85.3,149.4,47.8,73.4,88.1,128.2,165.2,130.6,145.3,1060.6,37,245,337.4,441.1
1956,Tamil Nadu,22.9,0.5,1,34.3,35.1,98,46,99.2,126.4,255.8,225.5,45.1,989.7,23.4,70.4,369.6,526.3
1957,Tamil Nadu,1.2,10.3,15.1,14.8,81.1,65.4,64,60.8,73.5,203.3,200.4,77.1,866.9,11.5,111,263.6,480.8
1958,Tamil Nadu,12.1,6,27.2,49.4,114.7,33,47.3,147.7,80,155.2,154.4,25.5,852.5,18.1,191.3,308,335.2
1959,Tamil Nadu,3.7,34.8,0.1,51.4,68.2,83.5,60.6,62.1,99.1,187,190.4,53.4,894.3,38.5,119.7,305.3,430.8
1960,Tamil Nadu,5.5,9.9,21,60,60.9,35.9,146.8,55.6,108.4,134.5,354.1,21.2,1013.9,15.4,141.9,346.7,509.9
1961,Tamil Nadu,76,12.7,2.2,23.9,71.9,73.8,99.4,110.4,122.2,154.7,107.5,56.1,910.7,88.6,98,405.7,318.3
1962,Tamil Nadu,10,23.6,13.6,48.4,114.1,44,56.7,130.5,114.8,275.7,63.1,47.1,941.6,33.6,176.2,345.9,385.9
1963,Tamil Nadu,76.2,4.8,39.1,56.5,45.1,49.9,93.1,88.7,115,173.4,195,135.9,1072.8,81,140.7,346.8,504.3
1964,Tamil Nadu,1.6,1.2,15.5,11.4,56.8,31.3,174.7,100.8,92.3,187.7,166.4,70.9,910.6,2.7,83.8,399.1,424.9
1965,Tamil Nadu,1.8,7.2,10.1,63.8,40.9,33.5,55.4,169.8,92.7,123.9,120.3,202.3,921.8,9,114.8,351.4,446.6
1966,Tamil Nadu,16,1.6,11.9,33.4,51.8,51.6,76.4,143.4,166.1,290.6,224.3,99.8,1166.9,17.6,97.1,437.5,614.7
1967,Tamil Nadu,28.9,1,40.4,19.3,47.6,69.1,69.4,81.2,76.2,182.3,127.1,156.7,899.1,29.9,107.2,295.9,466.1
1968,Tamil Nadu,4.6,5.6,36.5,85.9,46.9,47.9,53.7,65,137.7,111.8,121.1,72.7,789.4,10.2,169.3,304.3,305.6
1969,Tamil Nadu,1.5,7.2,3.5,32.1,57,30.4,60.9,139.7,36.8,275.1,190.5,127.1,961.8,8.7,92.6,267.8,592.7
1970,Tamil Nadu,15.9,18,9.2,61.8,85.4,51.6,88.9,98.5,102.4,195.1,199.9,15.3,942.1,34,156.5,341.3,410.3
1971,Tamil Nadu,19.3,11.1,37.8,40.6,75.7,46.9,87.2,127.8,109,221.3,71.3,199.6,1047.6,30.4,154.2,370.9,492.2
1972,Tamil Nadu,4,1.2,1,14,151.1,55.1,49.2,42.7,175.3,273.1,126,200.6,1093.4,5.2,166.2,322.3,599.8
1973,Tamil Nadu,0.3,0.2,5.3,20.7,57,63.5,92.3,87.6,130.4,195.2,79.1,127.1,858.5,0.5,82.9,373.7,401.4
1974,Tamil Nadu,0.6,8.9,6.7,30.4,59.5,40.6,79.8,63.5,178,114.8,47.8,22.2,652.8,9.4,96.6,361.9,184.8
1975,Tamil Nadu,6,4.3,34.8,20.8,80.8,46.8,129.1,121.3,147.8,165.3,130.3,36.4,923.6,10.3,136.3,445,332
1976,Tamil Nadu,1.2,0.2,8.4,50.1,33.8,48.6,64,129.9,83.7,137.6,244.9,56.6,858.9,1.4,92.3,326.1,439.1
1977,Tamil Nadu,1.4,24.8,10.4,45.5,104.1,50.6,55.4,128.3,118.6,347.5,346.8,12.6,1246,26.2,160,353,706.9
1978,Tamil Nadu,1.4,11.2,10.9,35.9,55.2,29.4,78.2,55.4,137.2,151.4,234.6,198.1,998.8,12.6,102,300.2,584.1
1979,Tamil Nadu,0.7,43.5,12.5,15.3,35.1,60.2,75.2,80.2,183.1,132.6,416.7,48.2,1103.4,44.2,62.9,398.7,597.5
1980,Tamil Nadu,0.1,0,15.4,45.9,69.2,37.7,64.9,64.2,76.3,122.3,166.2,47,709.1,0.1,130.4,243,335.5
1981,Tamil Nadu,8.9,1.3,21.7,23.7,87.2,57,117,91.8,200.5,258,106.4,72.5,1045.9,10.1,132.6,466.3,436.8
1982,Tamil Nadu,0.2,0.1,8.6,25.2,58.8,49.8,52.5,44.5,93.4,114,200.8,30.9,678.6,0.3,92.5,240.1,345.7
1983,Tamil Nadu,0.2,0.2,1.9,5.5,86.9,72.9,77.9,132,154.6,138.7,94.5,242.6,1007.7,0.4,94.2,437.3,475.7
1984,Tamil Nadu,34.5,131.3,101.7,45.4,21.6,43.6,149.5,38,151.3,134.8,113.5,58.5,1023.8,165.9,168.7,382.4,306.8
1985,Tamil Nadu,89.7,5.2,11.9,43.9,33.4,108.8,81.2,129.7,161.6,107.3,233.3,57.4,1063.5,94.9,89.3,481.2,398.1
1986,Tamil Nadu,65.5,39,16.1,20.9,62.7,63.4,66.9,115.2,142.3,170.5,133.4,57.1,953,104.4,99.7,387.7,361
1987,Tamil Nadu,8,1.2,28.7,20,50.5,70.5,26.1,82.8,127,236.7,136.9,175,963.5,9.2,99.2,306.4,548.6
1988,Tamil Nadu,0.2,3.8,27.4,94.6,59.1,41.1,102.6,149.8,136.1,71.8,117.6,33.1,837.2,4,181.1,429.7,222.4
1989,Tamil Nadu,2.7,0,27.9,40.8,53.6,57.4,154.9,39.7,137.3,148.6,154,39.8,856.5,2.7,122.2,389.2,342.4
1990,Tamil Nadu,84.8,10.2,36.2,24.3,94.9,28.9,40,80.1,119.6,194.1,144,46.1,903.2,95,155.3,268.7,384.2
1991,Tamil Nadu,24.2,4.6,9.7,37.4,29.5,128.1,54.7,71.7,114,225.1,234.4,21.4,954.8,28.9,76.6,368.5,480.9
1992,Tamil Nadu,3.1,0.2,0,22.5,58.3,66.4,77.9,59.9,157.3,123.9,297.2,52.1,918.7,3.3,80.8,361.4,473.2
1993,Tamil Nadu,0.1,7,9.9,11.2,46.6,68.2,60.3,88.8,96.7,214.5,315.9,163.1,1082.3,7.1,67.7,314,693.5
1994,Tamil Nadu,7,27.6,5.5,48.3,66.6,38.6,75.3,66.1,84.2,230.6,229.1,27,905.9,34.6,120.5,264.2,486.6
1995,Tamil Nadu,23.8,3.3,16.7,39.5,139,64.6,86.7,121.1,94,143.1,107.9,3.7,843.4,27.1,195.2,366.4,254.7
1996,Tamil Nadu,7.6,3.6,5,91.5,34,125.3,55.4,112.4,141.2,149.7,106,237.6,1069.4,11.3,130.5,434.3,493.3
1997,Tamil Nadu,7.7,0.2,2.3,42,49.2,50.4,63.5,56.4,116,169.5,258.1,135.2,950.5,7.9,93.5,286.3,562.8
1998,Tamil Nadu,6.9,5.7,4.1,23.6,55.8,43,101.9,152.9,121.8,124.7,242,197.4,1079.7,12.5,83.6,419.6,564
1999,Tamil Nadu,8.3,24.1,3.9,56.9,74.5,46.4,55.3,74.8,73.1,268.9,182.8,53.6,922.6,32.3,135.3,249.6,505.3
2000,Tamil Nadu,30.3,74.5,9.4,41.6,54.7,52.2,45.8,136.1,169.8,120.3,148.6,88.9,972,104.7,105.6,403.9,357.8
2001,Tamil Nadu,21.8,10.9,13,93.8,45,39.9,37.2,18.7,53.8,69.5,52.3,27.6,483.4,32.7,151.8,149.5,149.3
2002,Tamil Nadu,2.9,22.1,3.9,9.2,32.6,23.7,11.8,26.5,32.2,93.7,47.2,12.2,318,25,45.7,94.2,153.1
2003,Tamil Nadu,0.3,4.1,18,17.1,19.8,22.5,38.7,49.3,26.1,86,59.5,7.1,348.5,4.4,54.8,136.6,152.6
2004,Tamil Nadu,2.8,0.7,3,16.2,101.1,21.2,98.6,85.1,208.3,271.1,204.5,25,1037.6,3.5,120.3,413.2,500.6
2005,Tamil Nadu,4.1,11.1,24.4,128,80.6,35.7,87.9,93.3,117.9,280.5,353.4,148.5,1365.3,15.2,233,334.8,782.3
2006,Tamil Nadu,15.3,0.2,52.4,32.6,65.2,57.2,33.6,73.4,116.3,240.4,215.1,26.1,927.9,15.5,150.2,280.6,481.6
2007,Tamil Nadu,7.2,7.5,1.8,58,44.9,73.1,101,136.5,89.1,248.9,79.2,219.9,1067.2,14.7,104.7,399.7,548
2008,Tamil Nadu,11.7,29.1,164.7,31.5,53.7,51.1,73.1,126.5,70.7,242.7,298.5,50.1,1203.4,40.8,250,321.5,591.2
2009,Tamil Nadu,7.9,0,41,41.4,74.8,27,42.1,96.9,114.4,62.1,314.7,106.2,928.5,7.9,157.2,280.4,482.9
2010,Tamil Nadu,11.8,0.2,1.9,22.9,91.9,70,81.4,102.9,111.1,148.1,328.6,124.5,1095.2,11.9,116.7,365.4,601.2
2011,Tamil Nadu,4.3,11.2,8,91.5,33.4,56,45.5,128.9,76,200.4,230.5,41,926.5,15.5,132.8,306.4,471.8
2012,Tamil Nadu,3,0.1,2.5,35.5,41.9,30.1,46.5,98,84.9,235.2,44.5,14,636.1,3.1,79.9,259.5,293.6
2013,Tamil Nadu,3.9,30.9,30,20.3,42,54.6,42.7,110.7,113.5,127.9,112.3,53.2,741.9,34.8,92.2,321.5,293.4
2014,Tamil Nadu,7.4,6.1,8.1,8.3,139.1,47.8,50.6,117.7,98.9,252.2,110.8,66,913,13.4,155.5,315.1,428.9
2015,Tamil Nadu,8.3,2.3,21.7,108.8,112.4,62.4,43.5,81.6,98.4,132.6,379.8,152.8,1204.6,10.6,242.8,285.9,665.3
2016,Tamil Nadu,2.5,0.8,3.1,6.3,102.5,63,86.8,55.1,49,65.8,33.8,66.5,535,3.3,111.9,253.9,166
2017,Tamil Nadu,37.3,1.1,35.4,17.3,73.5,47.9,42,159.4,165.3,155.5,141.5,96.8,973,38.4,126.1,414.6,393.9
1901,Telangana,6.9,41.8,7.8,45.2,22,123.6,237.8,177.2,77.7,75.5,12.2,0,827.7,48.7,75,616.4,87.7
1902,Telangana,0,0,0.2,10.7,7.3,52.4,146.3,142.8,190.5,41.7,31.2,7.3,630.4,0,18.2,532,80.2
1903,Telangana,12.9,4.6,0,9.9,40.7,99.2,505.2,246.7,191.9,155.8,15.5,1.1,1283.4,17.5,50.5,1042.9,172.4
1904,Telangana,0,0,10.8,0.8,14.7,104.2,139.5,50,162.3,44.4,0,0,526.7,0,26.3,456,44.4
1905,Telangana,0,4.3,12.8,27.6,32.2,129.5,82.4,237.3,179.1,19.6,0,0,724.9,4.3,72.6,628.4,19.6
1906,Telangana,22.5,1.2,13.4,2.4,0.7,211.1,210.8,226.7,96.3,20.5,14.9,34.8,855.2,23.7,16.5,744.8,70.2
1907,Telangana,1,3.3,10.2,61.9,0.2,217.5,160.5,263.3,116.8,0.3,3.6,5,843.7,4.3,72.3,758.1,8.9
1908,Telangana,35.6,2.6,5.2,0.3,6.5,107.4,254.9,168.3,401.2,0.1,0,0.7,982.8,38.3,12,931.8,0.8
1909,Telangana,0.5,5.9,0.5,26.4,2.2,133.8,288.3,168.6,138.5,4.6,0,0.2,769.5,6.3,29.1,729.2,4.8
1910,Telangana,0,0,0,4.2,25,220.9,198.2,150.3,230.5,101.4,45.3,0,975.9,0,29.2,799.9,146.8
1911,Telangana,0,0,7.9,0.7,7.8,133.9,122.1,176.3,174.4,23,6,9.9,662,0,16.4,606.7,39
1912,Telangana,0,37.5,0,20.4,6.6,28.5,263.3,196.8,149.5,7.8,33.4,0,743.8,37.5,26.9,638.1,41.3
1913,Telangana,0,13.4,0,8,34.6,83.5,337.2,108.8,101.7,35.2,0,9.7,732.2,13.4,42.6,631.3,44.9
1914,Telangana,0,0,1.2,34.1,41.5,233.1,271.3,195.1,278.6,16.2,10.3,2,1083.5,0,76.8,978.1,28.5
1915,Telangana,15.4,8.6,77.8,18.8,26.7,165.6,140.4,236.2,186.8,122,23.6,0.1,1022,24,123.3,729,145.7
1916,Telangana,0,4.1,0,15.9,16.1,233.2,216.4,137,291.8,153.1,95.1,0,1162.6,4.1,32,878.4,248.1
1917,Telangana,0,65.5,33,34.1,52.7,184.1,267.5,180.1,275.6,106.7,6.6,0,1206,65.5,119.9,907.3,113.4
1918,Telangana,20.2,0,32.6,8.3,55.5,97.8,106.1,89.6,96.9,6.4,7.5,33.9,554.7,20.2,96.4,390.3,47.8
1919,Telangana,5.5,39.2,31.3,35,23.6,158.8,139.4,115.3,129.9,130.6,78.5,7.4,894.6,44.8,89.9,543.4,216.6
1920,Telangana,7.4,0,1.7,24.4,31.4,62.8,138.8,66.5,78.9,24.9,0,0,437,7.4,57.6,347.1,24.9
1921,Telangana,7.1,0,0.1,5.4,5.5,200.9,296.7,161.1,240.7,68,17.9,0,1003.3,7.1,11,899.4,85.9
1922,Telangana,55.3,0,0,6.6,50.1,69.2,184.3,158.3,170.2,23,50.7,0,767.5,55.3,56.7,581.9,73.7
1923,Telangana,3,5.3,23.3,10.7,18,43.5,222.8,80.3,334.4,44,1,0,786.2,8.3,52,680.9,45
1924,Telangana,37,0,0,9.2,34.6,62.8,124.7,220.2,288.2,51.6,116.1,0,944.5,37,43.8,695.9,167.7
1925,Telangana,0,0,0,49.8,97.8,168.1,266.2,239.2,148.1,187.5,8.1,3.1,1167.9,0,147.6,821.6,198.7
1926,Telangana,46.1,2,24,48.8,24,74.7,227.3,205.1,70.5,41,0,0,763.5,48.1,96.8,577.6,41
1927,Telangana,9.6,11,4.6,2,14.3,248.3,266,158.5,142.4,59.9,89,0,1005.5,20.7,20.8,815.1,148.9
1928,Telangana,0,15.8,47.3,4.5,27.9,143.9,248.6,191.6,215.2,104.1,0,7.4,1006.4,15.8,79.7,799.4,111.5
1929,Telangana,5.3,64.8,0,21.7,2.8,146,115,142.2,232.5,35.9,0,24.5,790.5,70,24.4,635.6,60.3
1930,Telangana,0,14.7,5.4,13.5,1.7,184.9,131.1,144.7,215.6,60,64.3,0,835.8,14.7,20.6,676.2,124.3
1931,Telangana,0.3,5.1,4,13.3,25.9,187.3,368.6,155.9,288.1,107.4,25.5,1.6,1183.1,5.4,43.3,1000,134.5
1932,Telangana,0,40.3,1.3,17.6,25.8,119.7,300.4,179,172.9,32,60.9,0,949.9,40.3,44.6,772,92.9
1933,Telangana,12.9,17.4,15.7,25,63.4,332,243.4,226.7,262.2,128.9,24,44.5,1396.3,30.3,104.2,1064.3,197.4
1934,Telangana,0.1,0,0.1,18.3,1.2,111.7,296.9,280.2,162.3,15.2,42,0,927.9,0.1,19.6,851.1,57.1
1935,Telangana,16.2,3.4,1.4,42.2,2.7,115.1,309.7,162.9,198.3,43.5,2.6,0.5,898.5,19.6,46.3,786,46.6
1936,Telangana,2.5,79.1,15.3,8.4,73.7,200,268.9,220.9,128.4,96.4,48.2,15.1,1157,81.7,97.4,818.2,159.7
1937,Telangana,0,33.2,28.6,105.6,3,77.8,285.8,102.4,153.6,72.1,0.9,3,866.1,33.2,137.3,619.6,76
1938,Telangana,0,41.3,14.2,16.6,27.8,226.3,331.6,256.5,201.9,59.2,0,0,1175.3,41.3,58.6,1016.2,59.2
1939,Telangana,0,0,22,16.7,3,73.5,173.2,202.5,107.1,130.3,11.8,0,740,0,41.7,556.3,142.1
1940,Telangana,0,0.5,11.4,33.6,91.4,128.5,345.8,281.5,94.7,64.9,22.2,8.1,1082.6,0.5,136.4,850.6,95.1
1941,Telangana,16.6,3.3,4.8,4.8,17.5,121.4,87.9,149.9,137.5,49.6,0.7,0.4,594.4,19.9,27.2,496.7,50.7
1942,Telangana,0,23,0.2,31.7,30.9,160,250.1,277.3,107.4,20.9,3.9,1.6,906.9,23,62.7,794.7,26.4
1943,Telangana,15.2,0.6,1.7,34.4,26.9,180.4,179.3,133.4,262.2,62.7,2.6,0,899.3,15.8,62.9,755.3,65.2
1944,Telangana,0,13.7,82.3,5.4,15.7,114.5,224.1,142.4,207.7,131.9,22.7,0,960.5,13.7,103.4,688.7,154.7
1945,Telangana,4.3,0,0,39,11.2,144.5,332.1,238.4,159.1,94.1,4.8,0,1027.4,4.3,50.3,874,98.9
1946,Telangana,0,15.9,5.2,21.7,14.5,152.1,287.2,149.5,85,30.7,57.5,3.6,822.8,15.9,41.3,673.9,91.8
1947,Telangana,13.4,18,3.3,1.8,10.8,59.9,273.3,315.5,248.3,35.3,16.2,9.7,1005.5,31.4,15.9,897,61.1
1948,Telangana,3.7,4.6,5.1,20,15,71.4,239.3,165.4,242.5,25,123,0,915,8.3,40.1,718.6,148
1949,Telangana,0.5,0,2.4,13.8,67.9,152,335.5,173.6,198.1,94.6,0.2,0,1038.6,0.6,84.1,859.2,94.8
1950,Telangana,0,34.7,14.2,0.2,11.6,78.4,222.7,118.5,254.1,21.8,4.7,0.5,761.3,34.7,25.9,673.7,26.9
1951,Telangana,0,0,56.1,20.1,31.1,116.8,356,151.7,103.9,64.4,0.7,0,900.8,0,107.3,728.3,65.1
1952,Telangana,0.5,16.4,0.8,12.4,32.5,80.1,205.1,148.9,137.7,88.3,0.2,6.9,729.7,16.9,45.6,571.9,95.3
1953,Telangana,5.1,0,3,26.8,0.7,224,200.9,364.5,269.5,175.8,1.7,0,1272.1,5.1,30.5,1058.9,177.5
1954,Telangana,0,0,13.2,4.3,14.4,105.3,300.4,192.5,252.9,44.2,0,1.2,928.4,0,31.9,851.2,45.4
1955,Telangana,1,0,2.9,9.8,27.8,230.3,259.9,300.1,249.7,116.2,5.5,0,1203.2,1,40.5,1040,121.7
1956,Telangana,0.7,1.5,1.9,5.9,52.9,220.1,393.8,133.3,156.9,94.5,59.1,0,1120.5,2.2,60.6,904.1,153.5
1957,Telangana,0,7.7,23.7,33.4,18.6,157.9,206.9,358.5,100.9,75.6,0,0,983.2,7.7,75.8,824.1,75.6
1958,Telangana,2.1,4.9,10,24.7,14.1,72.9,407.5,351.7,135.2,69.8,20.9,0,1113.9,7.1,48.8,967.3,90.8
1959,Telangana,1,0.4,0,4,16.3,163.7,403.2,348.3,212.8,68.6,4.2,1.7,1224.1,1.4,20.3,1128,74.5
1960,Telangana,0.7,0,32.9,4.1,21.9,223.9,203.6,82.1,197.5,59.4,12,1.4,839.5,0.7,58.8,707.1,72.8
1961,Telangana,0.8,6.1,2.7,11.8,46.1,142.2,368.3,209.2,144.5,188.3,26.4,0.2,1146.5,6.9,60.6,864.1,215
1962,Telangana,0.2,25.1,2.1,47,20.3,84.5,270.5,264.1,289.6,62.5,38.6,34.2,1138.7,25.3,69.4,908.7,135.4
1963,Telangana,0,0.3,4,35.5,9,179.5,214.7,372.7,103.3,91.2,0,0,1010.1,0.3,48.5,870.1,91.2
1964,Telangana,0,0.2,5.5,2.1,0.7,109.1,186.3,232.3,302.4,41.7,7.2,0,887.5,0.2,8.3,830.1,48.9
1965,Telangana,2.7,0.8,4.4,6.8,2.7,124.3,318.6,152.2,166.2,0.1,0,0,778.9,3.5,13.9,761.3,0.1
1966,Telangana,19.8,0,2.6,7.9,2.7,67.2,294,216.3,254.4,39.5,34.9,31.7,970.9,19.8,13.2,831.9,106.1
1967,Telangana,0.3,0,62.7,8.5,1.1,166.7,320.8,183.7,139.4,5.6,0.2,53.1,942.1,0.3,72.3,810.6,58.8
1968,Telangana,16.5,15,35.1,16,7.4,87.6,188.6,52.3,231.4,82.7,15.8,0.1,748.7,31.5,58.5,560,98.7
1969,Telangana,2.2,0,1.4,9.6,53.3,103.2,265.5,186.4,278.8,56.1,64.4,26.2,1047.1,2.2,64.3,833.9,146.7
1970,Telangana,6.9,0.7,4.5,22.5,45.8,205.5,135.6,345.8,176.1,26.8,0,0,970.3,7.6,72.8,863,26.8
1971,Telangana,7.3,7.5,6.3,6.9,37.8,139.9,114.1,144.3,97.2,167.9,0,0,729.1,14.8,51,495.4,167.9
1972,Telangana,0,14.6,0.1,12.7,12.2,162.8,183.9,93.9,71.3,64.8,49.7,4.8,670.7,14.6,24.9,511.9,119.4
1973,Telangana,0,0,1.7,5.5,6.4,110.5,239.4,367,83.5,223,5.3,0.1,1042.5,0,13.7,800.4,228.4
1974,Telangana,0,0,1.8,7,32.9,111.1,113.1,171.9,124.8,261.6,6,0,830.4,0,41.7,521,267.6
1975,Telangana,12.9,10.5,7.7,3,21.8,138.8,269.4,194,347,204.9,5.7,0,1215.8,23.4,32.6,949.2,210.6
1976,Telangana,0.2,0,1,25.6,10.7,85.7,471.7,277.3,123.4,5.6,34.5,0,1035.6,0.2,37.3,958,40.1
1977,Telangana,0,0,2.4,8,42.3,97.4,253.1,240,70.9,51,36.7,6.7,808.6,0,52.6,661.5,94.5
1978,Telangana,30.7,19.1,5.9,20.6,23,261.6,376.5,376.7,116,50.1,31.6,0,1311.7,49.8,49.5,1130.8,81.7
1979,Telangana,9.8,22.8,1.2,12.6,48.7,145.9,156.4,131.8,200,15.7,39.5,7.3,791.7,32.7,62.5,634,62.5
1980,Telangana,0,0,5.3,15.5,8.3,219.6,210.1,294.5,145.6,5,2.4,16.2,922.6,0,29.1,869.9,23.6
1981,Telangana,10.3,0,26.2,11.7,40.1,187.2,227.5,310.2,285.2,42.5,0.8,2.1,1143.5,10.3,77.9,1010,45.3
1982,Telangana,5.7,0,4.2,22.2,37.1,123.8,265.6,184.1,174.4,100.8,15.3,0,933.2,5.8,63.6,747.8,116.1
